UniqueID1232,FESID2244,EnvironmentalClass,EnvironmentalSubclass,Ecological End-Product Class,Ecological End-Product Subclass,Direct Use/Non-Use Class,Direct Use/Non-Use Subclass I,Direct Use/Non-Use Subclass II,Direct User Class,Direct User Subclass I,Direct User Subclass II,FESID2244,BeneficiaryCategory,BeneficiarySubcategory,FEGSIDNumber,FEGS,Example,Importance,FEGSMeasurementincludingUnits,MeasurementType,Status,Source,Notes
1166,23.21.1107.2111,Terrestrial,Created Greenspace,Flora,Flora,Direct Use,Extractive Use,Recreation/tourism,Households,Households,Households,23.21.1107.2111,Recreational,Food Pickers and Gatherers,23.0602,fungi, ,"edible organisms (i.e., mushrooms, shelf fungus, puffballs, etc.) that are gathered for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1147,21.21.1107.2111,Terrestrial,Forests,Flora,Flora,Direct Use,Extractive Use,Recreation/tourism,Households,Households,Households,21.21.1107.2111,Recreational,Food Pickers and Gatherers,21.0602,flora,"garlic mustard, pawpaw, blackberries","edible organisms (i.e., flowers, plants, etc.) or associated products (i.e., fruit, greens, tubers, berries, sap) that are picked and/or gathered for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1148,21.21.1107.2111,Terrestrial,Forests,Flora,Flora,Direct Use,Extractive Use,Recreation/tourism,Households,Households,Households,21.21.1107.2111,Recreational,Food Pickers and Gatherers,21.0602,fungi, ,"edible organisms (i.e., mushrooms, shelf fungus, puffballs, etc.) that are gathered for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1180,24.21.1107.2111,Terrestrial,Grasslands,Flora,Flora,Direct Use,Extractive Use,Recreation/tourism,Households,Households,Households,24.21.1107.2111,Recreational,Food Pickers and Gatherers,24.0602,flora, ,"edible organisms (i.e., flowers, plants, etc.) or associated products (i.e., fruit, greens, tubers, berries, sap) that are picked and/or gathered for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1181,24.21.1107.2111,Terrestrial,Grasslands,Flora,Flora,Direct Use,Extractive Use,Recreation/tourism,Households,Households,Households,24.21.1107.2111,Recreational,Food Pickers and Gatherers,24.0602,fungi, ,"edible organisms (i.e., mushrooms, shelf fungus, puffballs, etc.) that are gathered for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1095,13.21.1107.2111,Aquatic,Lakes and Ponds,Flora,Flora,Direct Use,Extractive Use,Recreation/tourism,Households,Households,Households,13.21.1107.2111,Recreational,Food Pickers and Gatherers,13.0602,flora, ,"edible organisms (i.e., flowers, plants, etc.) or associated products (i.e., fruit, greens, tubers, berries, sap) that are picked and/or gathered for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1112,14.21.1107.2111,Aquatic,Near Coastal Marine and Estuaries,Flora,Flora,Direct Use,Extractive Use,Recreation/tourism,Households,Households,Households,14.21.1107.2111,Recreational,Food Pickers and Gatherers,14.0602,flora,"kelp, seaweed, pickleweed","edible organisms (i.e., flowers, plants, etc.) or associated products (i.e., fruit, greens, tubers, berries, sap) that are picked and/or gathered for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1061,11.21.1107.2111,Aquatic,Rivers and Streams,Flora,Flora,Direct Use,Extractive Use,Recreation/tourism,Households,Households,Households,11.21.1107.2111,Recreational,Food Pickers and Gatherers,11.0602,flora, ,"edible organisms (i.e., flowers, plants, etc.) or associated products (i.e., fruit, greens, tubers, berries, sap) that are picked and/or gathered for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1194,25.21.1107.2111,Terrestrial,Scrubland / Shrubland,Flora,Flora,Direct Use,Extractive Use,Recreation/tourism,Households,Households,Households,25.21.1107.2111,Recreational,Food Pickers and Gatherers,25.0602,flora, ,"edible organisms (i.e., flowers, plants, etc.) or associated products (i.e., fruit, greens, tubers, berries, sap) that are picked and/or gathered for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1212,27.21.1107.2111,Terrestrial,Tundra,Flora,Flora,Direct Use,Extractive Use,Recreation/tourism,Households,Households,Households,27.21.1107.2111,Recreational,Food Pickers and Gatherers,27.0602,flora, ,"edible organisms (i.e., flowers, plants, etc.) or associated products (i.e., fruit, greens, tubers, berries, sap) that are picked and/or gathered for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1078,12.21.1107.2111,Aquatic,Wetlands,Flora,Flora,Direct Use,Extractive Use,Recreation/tourism,Households,Households,Households,12.21.1107.2111,Recreational,Food Pickers and Gatherers,12.0602,flora, ,"edible organisms (i.e., flowers, plants, etc.) or associated products (i.e., fruit, greens, tubers, berries, sap) that are picked and/or gathered for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1134,21.31.1106.2111,Terrestrial,Forests,Fauna,Fauna,Direct Use,Extractive Use,Support of human health and life or subsistence,Households,Households,Households,21.31.1106.2111,Subsistence,Food Subsisters,21.0502,fauna,"deer, bear, rabbit, elk, grouse, turkey, boar","edible organisms (i.e., birds, mammals, reptiles, etc.) that are hunted for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1137,21.31.1106.2111,Terrestrial,Forests,Fauna,Fauna,Direct Use,Extractive Use,Support of human health and life or subsistence,Households,Households,Households,21.31.1106.2111,Subsistence,"Timber, Fiber, and Fur / Hide Subsisters",21.0503,fauna,"deer, bear, rabbit, elk","organisms (i.e., mammals and reptiles) that provide fur or hides used for clothing/warmth, infrastructure, housing, roofing, and/or fuel for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1139,21.31.1106.2111,Terrestrial,Forests,Fauna,Fauna,Direct Use,Extractive Use,Support of human health and life or subsistence,Households,Households,Households,21.31.1106.2111,Subsistence,"Timber, Fiber, and Fur / Hide Subsisters",21.0503,timber,"firs, pines, oaks","timber (i.e., trees) used for clothing/warmth, infrastructure, housing, roofing, and/or fuel for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1167,24.31.1106.2111,Terrestrial,Grasslands,Fauna,Fauna,Direct Use,Extractive Use,Support of human health and life or subsistence,Households,Households,Households,24.31.1106.2111,Subsistence,Food Subsisters,24.0502,fauna,"rabbit, deer, buffalo, elk, bison, buffalo","edible organisms (i.e., birds, mammals, reptiles, etc.) that are hunted for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1170,24.31.1106.2111,Terrestrial,Grasslands,Fauna,Fauna,Direct Use,Extractive Use,Support of human health and life or subsistence,Households,Households,Households,24.31.1106.2111,Subsistence,"Timber, Fiber, and Fur / Hide Subsisters",24.0503,fauna,"rabbit, deer, buffalo, elk, bison, buffalo","organisms (i.e., mammals and reptiles) that provide fur or hides used for clothing/warmth, infrastructure, housing, roofing, and/or fuel for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1172,24.31.1106.2111,Terrestrial,Grasslands,Fauna,Fauna,Direct Use,Extractive Use,Support of human health and life or subsistence,Households,Households,Households,24.31.1106.2111,Subsistence,"Timber, Fiber, and Fur / Hide Subsisters",24.0503,timber, ,"timber (i.e., trees) used for clothing/warmth, infrastructure, housing, roofing, and/or fuel for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1215,28.31.1106.2111,Terrestrial,Ice and Snow,Fauna,Fauna,Direct Use,Extractive Use,Support of human health and life or subsistence,Households,Households,Households,28.31.1106.2111,Subsistence,Food Subsisters,28.0502,fauna,"caribou, yak, fox, polar bears","edible organisms (i.e., birds, mammals, reptiles, etc.) that are hunted for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1216,28.31.1106.2111,Terrestrial,Ice and Snow,Fauna,Fauna,Direct Use,Extractive Use,Support of human health and life or subsistence,Households,Households,Households,28.31.1106.2111,Subsistence,"Timber, Fiber, and Fur / Hide Subsisters",28.0503,fauna,"caribou, yak, fox, polar bears","organisms (i.e., mammals and reptiles) that provide fur or hides used for clothing/warmth, infrastructure, housing, roofing, and/or fuel for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1085,13.31.1106.2111,Aquatic,Lakes and Ponds,Fauna,Fauna,Direct Use,Extractive Use,Support of human health and life or subsistence,Households,Households,Households,13.31.1106.2111,Subsistence,Food Subsisters,13.0502,fauna,"fish, brine shrimp (from saline lakes)","edible organisms (i.e., birds, mammals, reptiles, etc.) that are hunted for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1087,13.31.1106.2111,Aquatic,Lakes and Ponds,Fauna,Fauna,Direct Use,Extractive Use,Support of human health and life or subsistence,Households,Households,Households,13.31.1106.2111,Subsistence,"Timber, Fiber, and Fur / Hide Subsisters",13.0503,fauna,beaver,"organisms (i.e., mammals and reptiles) that provide fur or hides used for clothing/warmth, infrastructure, housing, roofing, and/or fuel for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1101,14.31.1106.2111,Aquatic,Near Coastal Marine and Estuaries,Fauna,Fauna,Direct Use,Extractive Use,Support of human health and life or subsistence,Households,Households,Households,14.31.1106.2111,Subsistence,Food Subsisters,14.0502,fauna,"fish, oysters, clams, mussels, crabs","edible organisms (i.e., birds, mammals, reptiles, etc.) that are hunted for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1103,14.31.1106.2111,Aquatic,Near Coastal Marine and Estuaries,Fauna,Fauna,Direct Use,Extractive Use,Support of human health and life or subsistence,Households,Households,Households,14.31.1106.2111,Subsistence,"Timber, Fiber, and Fur / Hide Subsisters",14.0503,fauna,"alligators, crocodiles, seals","organisms (i.e., mammals and reptiles) that provide fur or hides used for clothing/warmth, infrastructure, housing, roofing, and/or fuel for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1105,14.31.1106.2111,Aquatic,Near Coastal Marine and Estuaries,Fauna,Fauna,Direct Use,Extractive Use,Support of human health and life or subsistence,Households,Households,Households,14.31.1106.2111,Subsistence,"Timber, Fiber, and Fur / Hide Subsisters",14.0503,timber,driftwood,"timber (i.e., trees) used for clothing/warmth, infrastructure, housing, roofing, and/or fuel for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1051,11.31.1106.2111,Aquatic,Rivers and Streams,Fauna,Fauna,Direct Use,Extractive Use,Support of human health and life or subsistence,Households,Households,Households,11.31.1106.2111,Subsistence,Food Subsisters,11.0502,fauna,"fish, crawfish, clams, snails, alligator","edible organisms (i.e., birds, mammals, reptiles, etc.) that are hunted for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1053,11.31.1106.2111,Aquatic,Rivers and Streams,Fauna,Fauna,Direct Use,Extractive Use,Support of human health and life or subsistence,Households,Households,Households,11.31.1106.2111,Subsistence,"Timber, Fiber, and Fur / Hide Subsisters",11.0503,fauna,"moose, beaver","organisms (i.e., mammals and reptiles) that provide fur or hides used for clothing/warmth, infrastructure, housing, roofing, and/or fuel for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1183,25.31.1106.2111,Terrestrial,Scrubland / Shrubland,Fauna,Fauna,Direct Use,Extractive Use,Support of human health and life or subsistence,Households,Households,Households,25.31.1106.2111,Subsistence,Food Subsisters,25.0502,fauna,rabbit,"edible organisms (i.e., birds, mammals, reptiles, etc.) that are hunted for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1185,25.31.1106.2111,Terrestrial,Scrubland / Shrubland,Fauna,Fauna,Direct Use,Extractive Use,Support of human health and life or subsistence,Households,Households,Households,25.31.1106.2111,Subsistence,"Timber, Fiber, and Fur / Hide Subsisters",25.0503,fauna,"rabbit, bobcat","organisms (i.e., mammals and reptiles) that provide fur or hides used for clothing/warmth, infrastructure, housing, roofing, and/or fuel for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1187,25.31.1106.2111,Terrestrial,Scrubland / Shrubland,Fauna,Fauna,Direct Use,Extractive Use,Support of human health and life or subsistence,Households,Households,Households,25.31.1106.2111,Subsistence,"Timber, Fiber, and Fur / Hide Subsisters",25.0503,timber, ,"timber (i.e., trees) used for clothing/warmth, infrastructure, housing, roofing, and/or fuel for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1202,27.31.1106.2111,Terrestrial,Tundra,Fauna,Fauna,Direct Use,Extractive Use,Support of human health and life or subsistence,Households,Households,Households,27.31.1106.2111,Subsistence,Food Subsisters,27.0502,fauna,"bear, caribou, fox, musk ox, ptarmigan","edible organisms (i.e., birds, mammals, reptiles, etc.) that are hunted for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1204,27.31.1106.2111,Terrestrial,Tundra,Fauna,Fauna,Direct Use,Extractive Use,Support of human health and life or subsistence,Households,Households,Households,27.31.1106.2111,Subsistence,"Timber, Fiber, and Fur / Hide Subsisters",27.0503,fauna,"bear, caribou, fox, musk ox, ptarmigan","organisms (i.e., mammals and reptiles) that provide fur or hides used for clothing/warmth, infrastructure, housing, roofing, and/or fuel for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1206,27.31.1106.2111,Terrestrial,Tundra,Fauna,Fauna,Direct Use,Extractive Use,Support of human health and life or subsistence,Households,Households,Households,27.31.1106.2111,Subsistence,"Timber, Fiber, and Fur / Hide Subsisters",27.0503,timber, ,"timber (i.e., trees) used for clothing/warmth, infrastructure, housing, roofing, and/or fuel for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1067,12.31.1106.2111,Aquatic,Wetlands,Fauna,Fauna,Direct Use,Extractive Use,Support of human health and life or subsistence,Households,Households,Households,12.31.1106.2111,Subsistence,Food Subsisters,12.0502,fauna,"fish, crawfish, ducks, nutria","edible organisms (i.e., birds, mammals, reptiles, etc.) that are hunted for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1069,12.31.1106.2111,Aquatic,Wetlands,Fauna,Fauna,Direct Use,Extractive Use,Support of human health and life or subsistence,Households,Households,Households,12.31.1106.2111,Subsistence,"Timber, Fiber, and Fur / Hide Subsisters",12.0503,fauna,"moose, beaver, alligator","organisms (i.e., mammals and reptiles) that provide fur or hides used for clothing/warmth, infrastructure, housing, roofing, and/or fuel for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1071,12.31.1106.2111,Aquatic,Wetlands,Fauna,Fauna,Direct Use,Extractive Use,Support of human health and life or subsistence,Households,Households,Households,12.31.1106.2111,Subsistence,"Timber, Fiber, and Fur / Hide Subsisters",12.0503,timber,cypress,"timber (i.e., trees) used for clothing/warmth, infrastructure, housing, roofing, and/or fuel for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1157,23.21.1106.2111,Terrestrial,Created Greenspace,Flora,Flora,Direct Use,Extractive Use,Support of human health and life or subsistence,Households,Households,Households,23.21.1106.2111,Subsistence,Food Subsisters,23.0502,flora, ,"edible organisms (i.e., flowers, plants, etc.) or associated products (i.e., fruit, greens, tubers, berries, sap) that are gathered for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
1158,23.21.1106.2111,Terrestrial,Created Greenspace,Flora,Flora,Direct Use,Extractive Use,Support of human health and life or subsistence,Households,Households,Households,23.21.1106.2111,Subsistence,Food Subsisters,23.0502,fungi, ,"edible organisms (i.e., mushrooms, shelf fungus, puffballs, etc.) that are hunted or gathered for personal use (i.e., not for sale)",NA,NA,NA,NA,NA
